Date,Username,Rating,Review Text,cleaning,case folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2023-10-11 09:34:33,Beny Herlianto,1,Gajelas login aj gabisa,Gajelas login aj gabisa,gajelas login aj gabisa,login saja,"['login', 'saja']",['login'],login,Negatif
2023-10-07 16:43:43,Genta Ramadhan,1,Rip jaringan ampas ngeleg parah stresss,Rip jaringan ampas ngeleg parah stresss,rip jaringan ampas ngeleg parah stresss,rip jaringan ampas ngeleg parah stresss,"['rip', 'jaringan', 'ampas', 'ngeleg', 'parah', 'stresss']","['rip', 'jaringan', 'ampas', 'ngeleg', 'parah', 'stresss']",rip jaring ampas ngeleg parah stresss,Negatif
2023-10-01 11:19:12,Herman DH,1,"Pakai Aplikasi yg baru, malah ga bsa login login, mau reset password via email/no pelanggan jg tdk ada balasan ke email terdaftar, Balikin sj ke yg lama",Pakai Aplikasi yg baru malah ga bsa login login mau reset password via emailno pelanggan jg tdk ada balasan ke email terdaftar Balikin sj ke yg lama,pakai aplikasi yg baru malah ga bsa login login mau reset password via emailno pelanggan jg tdk ada balasan ke email terdaftar balikin sj ke yg lama,pakai aplikasi yang baru malah tidak bisa login login mau reset password via emailno pelanggan juga tidak ada balasan ke email terdaftar balikin saja ke yang lama,"['pakai', 'aplikasi', 'yang', 'baru', 'malah', 'tidak', 'bisa', 'login', 'login', 'mau', 'reset', 'password', 'via', 'emailno', 'pelanggan', 'juga', 'tidak', 'ada', 'balasan', 'ke', 'email', 'terdaftar', 'balikin', 'saja', 'ke', 'yang', 'lama']","['pakai', 'aplikasi', 'login', 'login', 'reset', 'password', 'via', 'emailno', 'pelanggan', 'balasan', 'email', 'terdaftar', 'balikin']",pakai aplikasi login login reset password via emailno langgan balas email daftar balikin,Positif
2023-09-29 07:03:32,Muhammad Gilang Murdiyanto,2,"Untuk aplikasi setelah update ada peningkatan dan ux nya sudah membaik, namun untuk layanan pengaduan dan keluhan masih sangay kurang, dan bergenti menjebak pelanggan dengan janji janji busuk. Terimakasih",Untuk aplikasi setelah update ada peningkatan dan ux nya sudah membaik namun untuk layanan pengaduan dan keluhan masih sangay kurang dan bergenti menjebak pelanggan dengan janji janji busuk Terimakasih,untuk aplikasi setelah update ada peningkatan dan ux nya sudah membaik namun untuk layanan pengaduan dan keluhan masih sangay kurang dan bergenti menjebak pelanggan dengan janji janji busuk terimakasih,untuk aplikasi setelah update ada peningkatan dan ux ya sudah membaik namun untuk layanan pengaduan dan keluhan masih sangay kurang dan bergenti menjebak pelanggan dengan janji janji busuk terimakasih,"['untuk', 'aplikasi', 'setelah', 'update', 'ada', 'peningkatan', 'dan', 'ux', 'ya', 'sudah', 'membaik', 'namun', 'untuk', 'layanan', 'pengaduan', 'dan', 'keluhan', 'masih', 'sangay', 'kurang', 'dan', 'bergenti', 'menjebak', 'pelanggan', 'dengan', 'janji', 'janji', 'busuk', 'terimakasih']","['aplikasi', 'update', 'peningkatan', 'ux', 'ya', 'membaik', 'layanan', 'pengaduan', 'keluhan', 'sangay', 'bergenti', 'menjebak', 'pelanggan', 'janji', 'janji', 'busuk', 'terimakasih']",aplikasi update tingkat ux ya baik layan adu keluh sangay bergenti jebak langgan janji janji busuk terimakasih,Positif
2023-09-28 09:51:12,Amri Nasution,1,"Awalnya bagus, tapi lemot kalau sudah akhir bulan. Butuh banyak perbaikan sistem",Awalnya bagus tapi lemot kalau sudah akhir bulan Butuh banyak perbaikan sistem,awalnya bagus tapi lemot kalau sudah akhir bulan butuh banyak perbaikan sistem,awalnya bagus tapi lemot kalau sudah akhir bulan butuh banyak perbaikan sistem,"['awalnya', 'bagus', 'tapi', 'lemot', 'kalau', 'sudah', 'akhir', 'bulan', 'butuh', 'banyak', 'perbaikan', 'sistem']","['bagus', 'lemot', 'butuh', 'perbaikan', 'sistem']",bagus lot butuh baik sistem,Negatif
2023-09-25 14:53:58,Sandhy Kresna,4,YG INSTAL LANGSUNG BERUBAH TANGGAL TAGIHAN NYA JD LEBIH CEPAT SEMINGGU,YG INSTAL LANGSUNG BERUBAH TANGGAL TAGIHAN NYA JD LEBIH CEPAT SEMINGGU,yg instal langsung berubah tanggal tagihan nya jd lebih cepat seminggu,yang instal langsung berubah tanggal tagihan ya jadi lebih cepat seminggu,"['yang', 'instal', 'langsung', 'berubah', 'tanggal', 'tagihan', 'ya', 'jadi', 'lebih', 'cepat', 'seminggu']","['instal', 'langsung', 'berubah', 'tanggal', 'tagihan', 'ya', 'cepat', 'seminggu']",instal langsung ubah tanggal tagih ya cepat minggu,Negatif
2023-09-25 13:19:58,Novia Ismayanti,3,"Pas awal pasang ngak ada kendala, lancar jaya... Tapi makin lama, makin hari , setiap nonton youtube sering loading,.. Nonton Siaran televisi juga, loading sering bangett, jadi terganggu kalo pas lagi nonton, padahal pakek yg 300an perbualn😞 , Untuk sinyal wifi alhamdulillah aman.. Untuk pembayaran aman ya ngak pernah telat, malahan jatuh tempo perasaan makin maju aja ☹️",Pas awal pasang ngak ada kendala lancar jaya Tapi makin lama makin hari  setiap nonton youtube sering loading Nonton Siaran televisi juga loading sering bangett jadi terganggu kalo pas lagi nonton padahal pakek yg an perbualn  Untuk sinyal wifi alhamdulillah aman Untuk pembayaran aman ya ngak pernah telat malahan jatuh tempo perasaan makin maju aja ,pas awal pasang ngak ada kendala lancar jaya tapi makin lama makin hari  setiap nonton youtube sering loading nonton siaran televisi juga loading sering bangett jadi terganggu kalo pas lagi nonton padahal pakek yg an perbualn  untuk sinyal wifi alhamdulillah aman untuk pembayaran aman ya ngak pernah telat malahan jatuh tempo perasaan makin maju aja ,pas awal pasang tidak ada kendala lancar jaya tapi makin lama makin hari setiap menonton youtube sering loading menonton siaran televisi juga loading sering banget jadi terganggu kalau pas lagi menonton padahal pakai yang an perbualn untuk sinyal wifi alhamdulillah aman untuk pembayaran aman ya tidak pernah telat malahan jatuh tempo perasaan makin maju saja,"['pas', 'awal', 'pasang', 'tidak', 'ada', 'kendala', 'lancar', 'jaya', 'tapi', 'makin', 'lama', 'makin', 'hari', 'setiap', 'menonton', 'youtube', 'sering', 'loading', 'menonton', 'siaran', 'televisi', 'juga', 'loading', 'sering', 'banget', 'jadi', 'terganggu', 'kalau', 'pas', 'lagi', 'menonton', 'padahal', 'pakai', 'yang', 'an', 'perbualn', 'untuk', 'sinyal', 'wifi', 'alhamdulillah', 'aman', 'untuk', 'pembayaran', 'aman', 'ya', 'tidak', 'pernah', 'telat', 'malahan', 'jatuh', 'tempo', 'perasaan', 'makin', 'maju', 'saja']","['pas', 'pasang', 'kendala', 'lancar', 'jaya', 'menonton', 'youtube', 'loading', 'menonton', 'siaran', 'televisi', 'loading', 'banget', 'terganggu', 'pas', 'menonton', 'pakai', 'an', 'perbualn', 'sinyal', 'wifi', 'alhamdulillah', 'aman', 'pembayaran', 'aman', 'ya', 'telat', 'jatuh', 'tempo', 'perasaan', 'maju']",pas pasang kendala lancar jaya tonton youtube loading tonton siar televisi loading banget ganggu pas tonton pakai an perbualn sinyal wifi alhamdulillah aman bayar aman ya telat jatuh tempo asa maju,Positif
2023-09-23 06:52:51,DIKA GARDA PRATAMA,5,"Layanan bagus, internet cepat, buktikan sendiri jika kalian ingin mengetahui kebenarannya... Terimakasih 🙏🙏🙏",Layanan bagus internet cepat buktikan sendiri jika kalian ingin mengetahui kebenarannya Terimakasih ,layanan bagus internet cepat buktikan sendiri jika kalian ingin mengetahui kebenarannya terimakasih ,layanan bagus internet cepat buktikan sendiri jika kalian ingin mengetahui kebenarannya terimakasih,"['layanan', 'bagus', 'internet', 'cepat', 'buktikan', 'sendiri', 'jika', 'kalian', 'ingin', 'mengetahui', 'kebenarannya', 'terimakasih']","['layanan', 'bagus', 'internet', 'cepat', 'buktikan', 'kebenarannya', 'terimakasih']",layan bagus internet cepat bukti benar terimakasih,Positif
2023-09-22 13:17:47,Febrian,1,"Disuruh install sama oxygen tp buat daftar apps nya gk bisa, udah masukin no pelanggan dan password nya gagal terus. Tapi password nya blm saya jg gak tau sih asal aja krn gak ada login daftar gtu. Jd seperti lgsg login masuk yah mana mau bisa ya kan. Aneh deh",Disuruh install sama oxygen tp buat daftar apps nya gk bisa udah masukin no pelanggan dan password nya gagal terus Tapi password nya blm saya jg gak tau sih asal aja krn gak ada login daftar gtu Jd seperti lgsg login masuk yah mana mau bisa ya kan Aneh deh,disuruh install sama oxygen tp buat daftar apps nya gk bisa udah masukin no pelanggan dan password nya gagal terus tapi password nya blm saya jg gak tau sih asal aja krn gak ada login daftar gtu jd seperti lgsg login masuk yah mana mau bisa ya kan aneh deh,disuruh install sama oxygen tapi buat daftar apps ya tidak bisa sudah memasuki no pelanggan dan password ya gagal terus tapi password ya belum saya juga tidak tau sih asal saja karena tidak ada login daftar begitu jadi seperti langsung login masuk ya mana mau bisa ya kan aneh deh,"['disuruh', 'install', 'sama', 'oxygen', 'tapi', 'buat', 'daftar', 'apps', 'ya', 'tidak', 'bisa', 'sudah', 'memasuki', 'no', 'pelanggan', 'dan', 'password', 'ya', 'gagal', 'terus', 'tapi', 'password', 'ya', 'belum', 'saya', 'juga', 'tidak', 'tau', 'sih', 'asal', 'saja', 'karena', 'tidak', 'ada', 'login', 'daftar', 'begitu', 'jadi', 'seperti', 'langsung', 'login', 'masuk', 'ya', 'mana', 'mau', 'bisa', 'ya', 'kan', 'aneh', 'deh']","['disuruh', 'install', 'oxygen', 'daftar', 'apps', 'ya', 'memasuki', 'no', 'pelanggan', 'password', 'ya', 'gagal', 'password', 'ya', 'tau', 'sih', 'login', 'daftar', 'langsung', 'login', 'masuk', 'ya', 'ya', 'aneh', 'deh']",suruh install oxygen daftar apps ya pasuk no langgan password ya gagal password ya tau sih login daftar langsung login masuk ya ya aneh deh,Positif
2023-09-22 05:12:47,Ocky Monteri,5,"Sudah hampir 5 bulan berlangganan oxygen dari awal pasang sampai dengan hari ini alhamdulillah selalu lancar, smpet ada kendala tapi tidak terlalu rumit, sejauh ini puas cara bayarnya pun gampang bisa melalui e-commerce tokopedia",Sudah hampir  bulan berlangganan oxygen dari awal pasang sampai dengan hari ini alhamdulillah selalu lancar smpet ada kendala tapi tidak terlalu rumit sejauh ini puas cara bayarnya pun gampang bisa melalui ecommerce tokopedia,sudah hampir  bulan berlangganan oxygen dari awal pasang sampai dengan hari ini alhamdulillah selalu lancar smpet ada kendala tapi tidak terlalu rumit sejauh ini puas cara bayarnya pun gampang bisa melalui ecommerce tokopedia,sudah hampir bulan berlangganan oxygen dari awal pasang sampai dengan hari ini alhamdulillah selalu lancar smpet ada kendala tapi tidak terlalu rumit sejauh ini puas cara bayarnya pun gampang bisa melalui ecommerce tokopedia,"['sudah', 'hampir', 'bulan', 'berlangganan', 'oxygen', 'dari', 'awal', 'pasang', 'sampai', 'dengan', 'hari', 'ini', 'alhamdulillah', 'selalu', 'lancar', 'smpet', 'ada', 'kendala', 'tapi', 'tidak', 'terlalu', 'rumit', 'sejauh', 'ini', 'puas', 'cara', 'bayarnya', 'pun', 'gampang', 'bisa', 'melalui', 'ecommerce', 'tokopedia']","['berlangganan', 'oxygen', 'pasang', 'alhamdulillah', 'lancar', 'smpet', 'kendala', 'rumit', 'puas', 'bayarnya', 'gampang', 'ecommerce', 'tokopedia']",langgan oxygen pasang alhamdulillah lancar smpet kendala rumit puas bayar gampang ecommerce tokopedia,Positif
2023-09-21 05:13:32,nan dar,4,"Buat yg mau pasang,jangan liat komenan ya,buktikan aja sendiri.... Karena yang komen dibawah banyak kompetitor.....selama saya pakek udah setahun lebih bagus2 aja...ya kalau sesekali iyalah macet semua provider saya rasa sama aja.....saya selama pakai oxygen aman2 aja...saya dirumah malah yg pakek banyak hampir 10 HP lebih...belum lagi laptop dan TV biasa aja kok,tetap aman jaringan nya",Buat yg mau pasangjangan liat komenan yabuktikan aja sendiri Karena yang komen dibawah banyak kompetitorselama saya pakek udah setahun lebih bagus ajaya kalau sesekali iyalah macet semua provider saya rasa sama ajasaya selama pakai oxygen aman ajasaya dirumah malah yg pakek banyak hampir  HP lebihbelum lagi laptop dan TV biasa aja koktetap aman jaringan nya,buat yg mau pasangjangan liat komenan yabuktikan aja sendiri karena yang komen dibawah banyak kompetitorselama saya pakek udah setahun lebih bagus ajaya kalau sesekali iyalah macet semua provider saya rasa sama ajasaya selama pakai oxygen aman ajasaya dirumah malah yg pakek banyak hampir  hp lebihbelum lagi laptop dan tv biasa aja koktetap aman jaringan nya,buat yang mau pasangjangan lihat komentar yabuktikan saja sendiri karena yang komen dibawah banyak kompetitorselama saya pakai sudah setahun lebih bagus ajaya kalau sesekali iyalah macet semua provider saya rasa sama ajasaya selama pakai oxygen aman ajasaya dirumah malah yang pakai banyak hampir hp lebihbelum lagi laptop dan tv biasa saja koktetap aman jaringan ya,"['buat', 'yang', 'mau', 'pasangjangan', 'lihat', 'komentar', 'yabuktikan', 'saja', 'sendiri', 'karena', 'yang', 'komen', 'dibawah', 'banyak', 'kompetitorselama', 'saya', 'pakai', 'sudah', 'setahun', 'lebih', 'bagus', 'ajaya', 'kalau', 'sesekali', 'iyalah', 'macet', 'semua', 'provider', 'saya', 'rasa', 'sama', 'ajasaya', 'selama', 'pakai', 'oxygen', 'aman', 'ajasaya', 'dirumah', 'malah', 'yang', 'pakai', 'banyak', 'hampir', 'hp', 'lebihbelum', 'lagi', 'laptop', 'dan', 'tv', 'biasa', 'saja', 'koktetap', 'aman', 'jaringan', 'ya']","['pasangjangan', 'lihat', 'komentar', 'yabuktikan', 'komen', 'dibawah', 'kompetitorselama', 'pakai', 'setahun', 'bagus', 'ajaya', 'iyalah', 'macet', 'provider', 'ajasaya', 'pakai', 'oxygen', 'aman', 'ajasaya', 'dirumah', 'pakai', 'hp', 'lebihbelum', 'laptop', 'tv', 'koktetap', 'aman', 'jaringan', 'ya']",pasangjangan lihat komentar yabuktikan komen bawah kompetitorselama pakai tahun bagus ajaya iya macet provider ajasaya pakai oxygen aman ajasaya rumah pakai hp lebihbelum laptop tv koktetap aman jaring ya,Positif
2023-09-20 18:04:31,Wellays MTC,1,Errrorrrr,Errrorrrr,errrorrrr,errrorrrr,['errrorrrr'],['errrorrrr'],errrorrrr,Negatif
2023-09-17 06:15:40,Roman Samosir,1,"PUNYA S&K NAJIS BANGET SEMISKIN ITU KAH LU PADA? PINDAHIN ROUTER KE KAMAR LAIN AJA BAYAR 110 RIBU NAJIS""",PUNYA SK NAJIS BANGET SEMISKIN ITU KAH LU PADA PINDAHIN ROUTER KE KAMAR LAIN AJA BAYAR  RIBU NAJIS,punya sk najis banget semiskin itu kah lu pada pindahin router ke kamar lain aja bayar  ribu najis,punya suka najis banget semiskin itu kah kamu pada pindahin router ke kamar lain saja bayar ribu najis,"['punya', 'suka', 'najis', 'banget', 'semiskin', 'itu', 'kah', 'kamu', 'pada', 'pindahin', 'router', 'ke', 'kamar', 'lain', 'saja', 'bayar', 'ribu', 'najis']","['suka', 'najis', 'banget', 'semiskin', 'kah', 'pindahin', 'router', 'kamar', 'bayar', 'ribu', 'najis']",suka najis banget miskin kah pindahin router kamar bayar ribu najis,Negatif
2023-09-17 04:06:53,Adhy Wibawa,1,"Makin hari makin kacau , jarak 6 - 7 meter sinyal udah gk dapat !! Ini router jelek bener . Padahal router di ruang tengah, sampai di dapur sinyal udh putus !! Kualitas routernya buruk !!!",Makin hari makin kacau  jarak    meter sinyal udah gk dapat  Ini router jelek bener  Padahal router di ruang tengah sampai di dapur sinyal udh putus  Kualitas routernya buruk ,makin hari makin kacau  jarak    meter sinyal udah gk dapat  ini router jelek bener  padahal router di ruang tengah sampai di dapur sinyal udh putus  kualitas routernya buruk ,makin hari makin kacau jarak meter sinyal sudah tidak dapat ini router jelek benar padahal router di ruang tengah sampai di dapur sinyal sudah putus kualitas routernya buruk,"['makin', 'hari', 'makin', 'kacau', 'jarak', 'meter', 'sinyal', 'sudah', 'tidak', 'dapat', 'ini', 'router', 'jelek', 'benar', 'padahal', 'router', 'di', 'ruang', 'tengah', 'sampai', 'di', 'dapur', 'sinyal', 'sudah', 'putus', 'kualitas', 'routernya', 'buruk']","['kacau', 'jarak', 'meter', 'sinyal', 'router', 'jelek', 'router', 'ruang', 'dapur', 'sinyal', 'putus', 'kualitas', 'routernya', 'buruk']",kacau jarak meter sinyal router jelek router ruang dapur sinyal putus kualitas routernya buruk,Negatif
2023-09-16 00:35:35,Asep Sugandi,5,"Sangat bagus & tingkatkan terus playananya biar semakin bagus,semua bisa dengan oxygen harga pas dikantong kulitas jaringan nya sangat memuaskan,,pokonya wifi oxygen sangat rokomend dah🤩😍",Sangat bagus  tingkatkan terus playananya biar semakin bagussemua bisa dengan oxygen harga pas dikantong kulitas jaringan nya sangat memuaskanpokonya wifi oxygen sangat rokomend dah,sangat bagus  tingkatkan terus playananya biar semakin bagussemua bisa dengan oxygen harga pas dikantong kulitas jaringan nya sangat memuaskanpokonya wifi oxygen sangat rokomend dah,sangat bagus tingkatkan terus playananya biar semakin bagussemua bisa dengan oxygen harga pas dikantong kulitas jaringan ya sangat memuaskanpokonya wifi oxygen sangat rokomend sudah,"['sangat', 'bagus', 'tingkatkan', 'terus', 'playananya', 'biar', 'semakin', 'bagussemua', 'bisa', 'dengan', 'oxygen', 'harga', 'pas', 'dikantong', 'kulitas', 'jaringan', 'ya', 'sangat', 'memuaskanpokonya', 'wifi', 'oxygen', 'sangat', 'rokomend', 'sudah']","['bagus', 'tingkatkan', 'playananya', 'biar', 'bagussemua', 'oxygen', 'harga', 'pas', 'dikantong', 'kulitas', 'jaringan', 'ya', 'memuaskanpokonya', 'wifi', 'oxygen', 'rokomend']",bagus tingkat playananya biar bagussemua oxygen harga pas kantong kulitas jaring ya memuaskanpokonya wifi oxygen rokomend,Positif
2023-09-15 11:51:21,Sar ackhen Sar ackhen,5,Mantapp,Mantapp,mantapp,mantap,['mantap'],['mantap'],mantap,Positif
2023-09-15 11:24:37,irfan Oxygen,5,Sangat puas pokonya dengan oxygen,Sangat puas pokonya dengan oxygen,sangat puas pokonya dengan oxygen,sangat puas pokoknya dengan oxygen,"['sangat', 'puas', 'pokoknya', 'dengan', 'oxygen']","['puas', 'pokoknya', 'oxygen']",puas pokok oxygen,Positif
2023-09-15 09:39:33,denia raka kurniawan denia,5,cakep bnget. mueah dn stabil dah.,cakep bnget mueah dn stabil dah,cakep bnget mueah dn stabil dah,cakep banget mueah dan stabil sudah,"['cakep', 'banget', 'mueah', 'dan', 'stabil', 'sudah']","['cakep', 'banget', 'mueah', 'stabil']",cakep banget mueah stabil,Positif
2023-09-15 09:31:45,Madagastars,5,Sangat membantu memudahkan dalam akses akun oxygen,Sangat membantu memudahkan dalam akses akun oxygen,sangat membantu memudahkan dalam akses akun oxygen,sangat membantu memudahkan dalam akses akun oxygen,"['sangat', 'membantu', 'memudahkan', 'dalam', 'akses', 'akun', 'oxygen']","['membantu', 'memudahkan', 'akses', 'akun', 'oxygen']",bantu mudah akses akun oxygen,Positif
2023-09-15 09:27:03,muhammad azhary,5,"Oxygen semakin baik pelayanan, dan maintenace nya, terima kasih sudah merespon keluhan kami",Oxygen semakin baik pelayanan dan maintenace nya terima kasih sudah merespon keluhan kami,oxygen semakin baik pelayanan dan maintenace nya terima kasih sudah merespon keluhan kami,oxygen semakin baik pelayanan dan maintenace ya terima kasih sudah merespon keluhan kami,"['oxygen', 'semakin', 'baik', 'pelayanan', 'dan', 'maintenace', 'ya', 'terima', 'kasih', 'sudah', 'merespon', 'keluhan', 'kami']","['oxygen', 'pelayanan', 'maintenace', 'ya', 'terima', 'kasih', 'merespon', 'keluhan']",oxygen layan maintenace ya terima kasih merespon keluh,Positif
2023-09-15 09:26:59,Risna Darmawan,5,Proveider oxygen id emang mantap jadi mempermudah semuaanya klo ada keluhan bisa langsung pake apk selfcare oxygen id home josssss🥳,Proveider oxygen id emang mantap jadi mempermudah semuaanya klo ada keluhan bisa langsung pake apk selfcare oxygen id home josssss,proveider oxygen id emang mantap jadi mempermudah semuaanya klo ada keluhan bisa langsung pake apk selfcare oxygen id home josssss,proveider oxygen id memang mantap jadi mempermudah semuaanya kalau ada keluhan bisa langsung pakai apk selfcare oxygen id home josssss,"['proveider', 'oxygen', 'id', 'memang', 'mantap', 'jadi', 'mempermudah', 'semuaanya', 'kalau', 'ada', 'keluhan', 'bisa', 'langsung', 'pakai', 'apk', 'selfcare', 'oxygen', 'id', 'home', 'josssss']","['proveider', 'oxygen', 'id', 'mantap', 'mempermudah', 'semuaanya', 'keluhan', 'langsung', 'pakai', 'apk', 'selfcare', 'oxygen', 'id', 'home', 'josssss']",proveider oxygen id mantap mudah semuaanya keluh langsung pakai apk selfcare oxygen id home josssss,Positif
2023-09-15 09:23:19,Braja Santika,5,"Aplikasi utk para pelanggan Oxygen yg oke bgt, biar para pelanggan Oxygen bisa cek status dan info2 lainnya...Oxygen, GakBisaPelan!",Aplikasi utk para pelanggan Oxygen yg oke bgt biar para pelanggan Oxygen bisa cek status dan info lainnyaOxygen GakBisaPelan,aplikasi utk para pelanggan oxygen yg oke bgt biar para pelanggan oxygen bisa cek status dan info lainnyaoxygen gakbisapelan,aplikasi untuk para pelanggan oxygen yang oke banget biar para pelanggan oxygen bisa cek status dan info lainnyaoxygen gakbisapelan,"['aplikasi', 'untuk', 'para', 'pelanggan', 'oxygen', 'yang', 'oke', 'banget', 'biar', 'para', 'pelanggan', 'oxygen', 'bisa', 'cek', 'status', 'dan', 'info', 'lainnyaoxygen', 'gakbisapelan']","['aplikasi', 'pelanggan', 'oxygen', 'oke', 'banget', 'biar', 'pelanggan', 'oxygen', 'cek', 'status', 'info', 'lainnyaoxygen', 'gakbisapelan']",aplikasi langgan oxygen oke banget biar langgan oxygen cek status info lainnyaoxygen gakbisapelan,Positif
2023-09-15 09:18:24,Abidzar,5,Oxygen internet tanpa batas cepat dan hemat ..,Oxygen internet tanpa batas cepat dan hemat ,oxygen internet tanpa batas cepat dan hemat ,oxygen internet tanpa batas cepat dan hemat,"['oxygen', 'internet', 'tanpa', 'batas', 'cepat', 'dan', 'hemat']","['oxygen', 'internet', 'batas', 'cepat', 'hemat']",oxygen internet batas cepat hemat,Negatif
2023-09-15 09:16:30,Ibnu Abdul Aziz,5,"Alhamdulillah memudahkan untuk pelayanan jasa ke prioritas pelanggan dan internet juga oke , rekomended yg cari internet yg layanan 24 jam.",Alhamdulillah memudahkan untuk pelayanan jasa ke prioritas pelanggan dan internet juga oke  rekomended yg cari internet yg layanan  jam,alhamdulillah memudahkan untuk pelayanan jasa ke prioritas pelanggan dan internet juga oke  rekomended yg cari internet yg layanan  jam,alhamdulillah memudahkan untuk pelayanan jasa ke prioritas pelanggan dan internet juga oke rekomended yang cari internet yang layanan jam,"['alhamdulillah', 'memudahkan', 'untuk', 'pelayanan', 'jasa', 'ke', 'prioritas', 'pelanggan', 'dan', 'internet', 'juga', 'oke', 'rekomended', 'yang', 'cari', 'internet', 'yang', 'layanan', 'jam']","['alhamdulillah', 'memudahkan', 'pelayanan', 'jasa', 'prioritas', 'pelanggan', 'internet', 'oke', 'rekomended', 'cari', 'internet', 'layanan', 'jam']",alhamdulillah mudah layan jasa prioritas langgan internet oke rekomended cari internet layan jam,Positif
2023-09-15 09:05:01,Maulana Yusuf,5,Respon cepat dan Internet nya muaaaantaaap 👍👍,Respon cepat dan Internet nya muaaaantaaap ,respon cepat dan internet nya muaaaantaaap ,respon cepat dan internet ya muaaaantaaap,"['respon', 'cepat', 'dan', 'internet', 'ya', 'muaaaantaaap']","['respon', 'cepat', 'internet', 'ya', 'muaaaantaaap']",respon cepat internet ya muaaaantaaap,Positif
2023-09-15 07:53:57,Adi Priatna,5,Ok bgt,Ok bgt,ok bgt,ok banget,"['ok', 'banget']","['ok', 'banget']",ok banget,Positif
2023-09-15 07:53:36,Atika Ratih,5,Aplikasi keren,Aplikasi keren,aplikasi keren,aplikasi keren,"['aplikasi', 'keren']","['aplikasi', 'keren']",aplikasi keren,Negatif
2023-09-12 11:01:50,Ferdinan Octonardo,1,internet cacat..,internet cacat,internet cacat,internet cacat,"['internet', 'cacat']","['internet', 'cacat']",internet cacat,Negatif
2023-09-09 05:05:59,Dheka Alfakenz,5,"Bagus, lancar n selama ini ga ada masalah apa2. Semoga seterusnya lancar jaya.",Bagus lancar n selama ini ga ada masalah apa Semoga seterusnya lancar jaya,bagus lancar n selama ini ga ada masalah apa semoga seterusnya lancar jaya,bagus lancar n selama ini tidak ada masalah apa semoga seterusnya lancar jaya,"['bagus', 'lancar', 'n', 'selama', 'ini', 'tidak', 'ada', 'masalah', 'apa', 'semoga', 'seterusnya', 'lancar', 'jaya']","['bagus', 'lancar', 'n', 'semoga', 'lancar', 'jaya']",bagus lancar n moga lancar jaya,Positif
